,Municipality,Month,FTA Warrants,VOP Warrants,OTI Warrants,Total Warrants,Warrants with LEA,Issued Warrants,Served Warrants  For Month,Warrants Foreign Served
1496,Stonington,Sep,103,16,0,119,38,2,11,7
1497,Stratford,Sep,350,72,0,422,61,16,18,10
1498,Suffield,Sep,19,4,0,23,18,1,1,0
1499,Thomaston,Sep,14,4,0,18,9,0,0,0
1500,Thompson,Sep,65,26,4,95,41,0,1,1
1501,Tolland,Sep,37,0,0,37,30,2,3,2
1502,Torrington,Sep,282,31,1,314,172,38,64,35
1503,Trumbull,Sep,71,11,0,82,36,3,2,0
1504,Union,Sep,2,0,0,2,2,0,0,0
1505,Vernon,Sep,156,35,2,193,104,11,18,7
1506,Voluntown,Sep,4,4,0,8,6,0,0,0
1507,Wallingford,Sep,88,28,1,117,29,7,16,11
1508,Warren,Sep,0,0,0,0,0,0,0,0
1509,Washington,Sep,10,0,0,10,9,0,0,0
1510,Waterbury,Sep,2469,322,5,2796,1414,177,283,121
1511,Waterford,Sep,43,6,0,49,9,3,7,6
1512,Watertown,Sep,40,7,0,47,41,3,17,13
1513,West Hartford,Sep,103,17,0,120,70,6,6,1
1514,West Haven,Sep,665,66,0,731,216,35,36,20
1515,Westbrook,Sep,29,4,0,33,28,2,1,1
1516,Weston,Sep,17,0,0,17,9,0,1,0
1517,Westport,Sep,60,6,0,66,45,1,0,0
1518,Wethersfield,Sep,69,9,0,78,52,8,11,9
1519,Willington,Sep,27,3,0,30,19,1,0,0
1520,Wilton,Sep,23,0,0,23,14,0,1,1
1521,Winchester,Sep,84,5,0,89,26,6,13,8
1522,Windham,Sep,670,136,19,825,250,28,23,14
1523,Windsor,Sep,116,19,1,136,84,6,21,14
1524,Windsor Locks,Sep,48,5,0,53,31,3,2,0
1525,Wolcott,Sep,47,7,0,54,18,6,3,2
1526,Woodbridge,Sep,9,2,0,11,3,1,0,0
1527,Woodbury,Sep,21,1,0,22,19,0,2,1
1528,Woodstock,Sep,16,5,2,23,15,0,0,0
1529,Grand Total,Sep,32328,5070,82,37480,13452,1567,2340,1204
1530,Andover,Oct,1,0,0,1,1,0,0,0
1531,Ansonia,Oct,217,22,0,239,107,6,31,19
1532,Ashford,Oct,24,4,1,29,21,0,2,1
1533,Avon,Oct,17,3,0,20,5,2,2,0
1534,Barkhamsted,Oct,10,1,0,11,3,0,0,0
1535,Beacon Falls,Oct,16,8,0,24,18,1,3,3
1536,Berlin,Oct,33,7,0,40,36,2,4,1
1537,Bethany,Oct,13,0,0,13,7,1,6,5
1538,Bethel,Oct,69,10,0,79,31,2,4,3
1539,Bethlehem,Oct,9,0,0,9,5,0,2,2
1540,Bloomfield,Oct,88,21,0,109,47,11,16,4
1541,Bolton,Oct,6,1,0,7,7,0,0,0
1542,Bozrah,Oct,2,0,0,2,0,1,0,0
1543,Branford,Oct,148,27,0,175,62,7,9,6
1544,Bridgeport,Oct,4255,601,1,4857,737,159,200,100
1545,Bridgewater,Oct,4,1,0,5,4,1,2,1
1546,Bristol,Oct,438,45,1,484,163,28,29,18
1547,Brookfield,Oct,46,6,0,52,36,5,1,1
1548,Brooklyn,Oct,31,7,1,39,24,0,2,1
1549,Burlington,Oct,5,1,0,6,4,0,1,0
1550,Canaan,Oct,2,0,0,2,1,0,0,0
1551,Canterbury,Oct,3,3,1,7,3,0,1,1
1552,Canton,Oct,14,1,0,15,9,1,1,0
1553,Chaplin,Oct,7,5,2,14,13,0,2,1
1554,Cheshire,Oct,40,1,0,41,24,0,0,0
1555,Chester,Oct,5,0,0,5,3,0,2,2
1556,Clinton,Oct,43,9,0,52,42,1,2,1
1557,Colchester,Oct,22,4,0,26,17,1,1,1
1558,Colebrook,Oct,0,0,0,0,0,0,0,0
1559,Columbia,Oct,7,2,0,9,8,1,0,0
1560,Cornwall,Oct,2,0,0,2,1,1,0,0
1561,Coventry,Oct,31,3,0,34,23,4,2,0
1562,Cromwell,Oct,21,3,0,24,2,4,2,2
1563,Danbury,Oct,1715,153,4,1872,796,32,38,16
1564,Darien,Oct,23,2,0,25,9,0,0,0
1565,Deep River,Oct,17,7,0,24,16,3,1,1
1566,Derby,Oct,142,18,0,160,126,3,9,4
1567,Durham,Oct,7,1,0,8,1,1,1,1
1568,East Granby,Oct,8,1,0,9,8,0,0,0
1569,East Haddam,Oct,21,2,0,23,20,0,5,1
1570,East Hampton,Oct,25,4,0,29,16,2,1,0
1571,East Hartford,Oct,519,109,8,636,146,33,49,26
1572,East Haven,Oct,195,41,0,236,53,9,9,6
1573,East Lyme,Oct,63,6,0,69,44,9,0,0
1574,East Windsor,Oct,55,10,1,66,32,4,1,1
1575,Eastford,Oct,5,2,0,7,5,0,1,0
1576,Easton,Oct,11,0,0,11,9,0,0,0
1577,Ellington,Oct,33,5,0,38,26,3,1,1
1578,Enfield,Oct,189,34,1,224,185,7,16,13
1579,Essex,Oct,11,0,0,11,3,0,0,0
1580,Fairfield,Oct,163,22,0,185,74,3,3,2
1581,Farmington,Oct,25,0,0,25,23,2,0,0
1582,Franklin,Oct,1,1,0,2,0,0,0,0
1583,Glastonbury,Oct,39,3,0,42,24,2,6,5
1584,Goshen,Oct,2,0,0,2,1,1,2,2
1585,Granby,Oct,20,2,0,22,15,1,6,6
1586,Greenwich,Oct,183,24,0,207,27,1,1,0
1587,Griswold,Oct,40,11,0,51,37,2,6,2
1588,Groton,Oct,475,39,0,514,165,17,17,12
1589,Guilford,Oct,36,8,0,44,16,1,2,0
1590,Haddam,Oct,22,0,0,22,7,4,2,0
1591,Hamden,Oct,323,50,0,373,102,23,31,15
1592,Hampton,Oct,7,3,0,10,4,1,1,0
1593,Hartford,Oct,2314,607,8,2929,1764,178,270,135
1594,Hartland,Oct,4,0,0,4,2,1,1,1
1595,Harwinton,Oct,5,0,0,5,4,0,0,0
1596,Hebron,Oct,10,3,0,13,6,2,1,1
1597,Kent,Oct,5,1,0,6,6,0,1,0
1598,Killingly,Oct,132,31,2,165,120,6,12,8
1599,Killingworth,Oct,7,0,0,7,2,0,0,0
1600,Lebanon,Oct,10,7,0,17,16,2,1,1
1601,Ledyard,Oct,96,10,0,106,55,3,4,3
1602,Lisbon,Oct,7,3,0,10,10,0,0,0
1603,Litchfield,Oct,12,3,0,15,7,0,0,0
1604,Lyme,Oct,6,3,0,9,4,1,0,0
1605,Madison,Oct,56,7,0,63,25,2,1,0
1606,Manchester,Oct,394,93,1,488,164,33,48,29
1607,Mansfield,Oct,52,8,0,60,35,1,4,2
1608,Marlborough,Oct,6,1,0,7,6,0,3,2
1609,Meriden,Oct,513,133,0,646,298,38,50,25
1610,Middlebury,Oct,13,0,0,13,2,1,0,0
1611,Middlefield,Oct,9,3,0,12,11,0,0,0
1612,Middletown,Oct,334,40,0,374,116,29,29,12
1613,Milford,Oct,154,24,0,178,64,19,15,11
1614,Monroe,Oct,36,3,0,39,20,5,1,0
1615,Montville,Oct,85,22,0,107,57,3,10,5
1616,Morris,Oct,2,2,0,4,3,0,5,5
1617,Naugatuck,Oct,232,22,1,255,128,22,24,11
1618,New Britain,Oct,904,226,0,1130,264,75,109,57
1619,New Canaan,Oct,36,2,0,38,16,0,1,1
1620,New Fairfield,Oct,38,1,1,40,32,0,2,1
1621,New Hartford,Oct,12,6,0,18,11,1,1,1
1622,New Haven,Oct,3874,738,1,4613,1845,201,223,92
1623,New London,Oct,1104,119,1,1224,118,28,55,33
1624,New Milford,Oct,137,9,0,146,88,12,11,5
1625,Newington,Oct,58,13,0,71,58,6,12,7
1626,Newtown,Oct,69,5,0,74,56,9,4,3
1627,Norfolk,Oct,5,1,0,6,6,0,0,0
1628,North Branford,Oct,25,3,0,28,9,4,3,1
1629,North Canaan,Oct,22,1,0,23,21,2,1,0
1630,North Haven,Oct,58,7,0,65,15,1,7,6
1631,North Stonington,Oct,20,4,0,24,18,0,1,0
1632,Norwalk,Oct,1720,127,0,1847,171,12,22,10
1633,Norwich,Oct,432,135,3,570,121,22,54,24
1634,Old Lyme,Oct,16,0,0,16,4,0,0,0
1635,Old Saybrook,Oct,41,7,0,48,19,2,4,1
1636,Orange,Oct,21,4,0,25,11,0,4,2
1637,Oxford,Oct,33,6,0,39,29,3,2,2
1638,Plainfield,Oct,86,15,3,104,43,1,4,1
1639,Plainville,Oct,89,9,0,98,39,5,4,1
1640,Plymouth,Oct,67,5,0,72,19,6,1,0
1641,Pomfret,Oct,13,8,0,21,6,0,0,0
1642,Portland,Oct,25,8,0,33,17,5,2,1
1643,Preston,Oct,11,3,0,14,13,0,1,0
1644,Prospect,Oct,21,1,0,22,16,1,0,0
1645,Putnam,Oct,112,27,0,139,83,2,6,2
1646,Redding,Oct,21,1,0,22,13,4,0,0
1647,Ridgefield,Oct,40,7,0,47,26,1,1,0
1648,Rocky Hill,Oct,43,7,0,50,11,7,4,1
1649,Roxbury,Oct,1,0,0,1,1,0,0,0
1650,Salem,Oct,15,4,0,19,13,1,5,5
1651,Salisbury,Oct,7,4,0,11,8,1,0,0
1652,Scotland,Oct,6,1,0,7,3,0,1,1
1653,Seymour,Oct,64,8,0,72,43,6,11,6
1654,Sharon,Oct,3,1,0,4,3,0,2,1
1655,Shelton,Oct,132,23,0,155,44,14,16,12
1656,Sherman,Oct,4,0,0,4,4,0,1,0
1657,Simsbury,Oct,22,5,0,27,22,1,0,0
1658,Somers,Oct,21,3,0,24,14,5,0,0
1659,South Windsor,Oct,34,9,1,44,16,3,4,4
1660,Southbury,Oct,18,1,0,19,16,0,2,1
1661,Southington,Oct,113,17,0,130,66,11,10,5
1662,Sprague,Oct,8,13,1,22,11,1,3,0
1663,Stafford,Oct,72,9,0,81,58,0,8,3
1664,Stamford,Oct,2427,277,3,2707,531,50,70,22
1665,Sterling,Oct,27,1,1,29,13,0,0,0
1666,Stonington,Oct,97,18,0,115,38,3,6,6
1667,Stratford,Oct,340,73,0,413,61,10,37,22
1668,Suffield,Oct,22,4,0,26,19,3,0,0
1669,Thomaston,Oct,13,4,0,17,9,1,2,1
1670,Thompson,Oct,66,26,4,96,40,2,2,1
1671,Tolland,Oct,37,0,0,37,30,1,3,0
1672,Torrington,Oct,252,25,1,278,154,9,44,19
1673,Trumbull,Oct,73,10,0,83,35,3,4,4
1674,Union,Oct,2,0,0,2,2,0,0,0
1675,Vernon,Oct,159,35,2,196,97,14,16,10
1676,Voluntown,Oct,4,3,0,7,5,0,1,1
1677,Wallingford,Oct,89,26,1,116,28,8,8,6
1678,Warren,Oct,0,0,0,0,0,0,0,0
1679,Washington,Oct,10,0,0,10,9,0,3,0
1680,Waterbury,Oct,2475,323,5,2803,1387,171,235,84
1681,Waterford,Oct,53,6,0,59,11,11,3,3
1682,Watertown,Oct,43,5,0,48,44,12,11,5
1683,West Hartford,Oct,101,22,0,123,70,12,16,5
1684,West Haven,Oct,670,65,0,735,217,40,49,22
1685,Westbrook,Oct,29,4,0,33,26,2,1,1
1686,Weston,Oct,17,0,0,17,9,0,0,0
1687,Westport,Oct,61,6,0,67,45,1,0,0
1688,Wethersfield,Oct,65,10,0,75,51,4,19,15
1689,Willington,Oct,25,3,0,28,18,0,2,1
1690,Wilton,Oct,23,0,0,23,14,1,1,0
1691,Winchester,Oct,81,4,0,85,23,2,9,8
1692,Windham,Oct,670,133,20,823,249,13,25,15
1693,Windsor,Oct,121,17,1,139,81,6,8,6
1694,Windsor Locks,Oct,48,5,0,53,30,3,4,4
1695,Wolcott,Oct,47,7,0,54,18,3,4,2
1696,Woodbridge,Oct,8,2,0,10,3,0,1,0
1697,Woodbury,Oct,22,1,0,23,19,1,0,0
1698,Woodstock,Oct,16,5,2,23,15,0,2,2
1699,Grand Total,Oct,32364,5103,84,37551,13300,1588,2204,1093
1700,Andover,Nov,6,0,0,6,5,1,1,1
1701,Ansonia,Nov,190,31,1,222,96,21,11,7
1702,Ashford,Nov,17,0,2,19,17,0,4,3
1703,Avon,Nov,10,2,2,14,5,0,0,0
1704,Barkhamsted,Nov,13,1,1,15,9,4,6,0
1705,Beacon Falls,Nov,20,8,0,28,18,4,0,0
1706,Berlin,Nov,30,7,2,39,35,3,8,3
1707,Bethany,Nov,22,0,0,22,10,1,3,3
1708,Bethel,Nov,99,13,0,112,36,11,14,3
1709,Bethlehem,Nov,4,0,0,4,4,0,0,0
1710,Bloomfield,Nov,88,18,10,116,54,14,23,14
1711,Bolton,Nov,12,1,0,13,11,2,0,0
1712,Bozrah,Nov,11,0,0,11,11,0,6,2
1713,Branford,Nov,172,14,0,186,66,13,16,10
1714,Bridgeport,Nov,3419,546,1,3966,546,166,238,94
1715,Bridgewater,Nov,5,1,0,6,6,0,1,0
1716,Bristol,Nov,538,51,5,594,120,27,54,27
1717,Brookfield,Nov,30,3,0,33,26,3,4,3
1718,Brooklyn,Nov,35,7,1,43,28,0,5,3
1719,Burlington,Nov,10,2,0,12,8,1,3,2
1720,Canaan,Nov,0,0,0,0,0,0,0,0
1721,Canterbury,Nov,8,4,0,12,7,0,3,1
1722,Canton,Nov,13,2,0,15,13,1,1,0
1723,Chaplin,Nov,4,4,2,10,5,3,1,0
1724,Cheshire,Nov,44,0,0,44,28,1,2,1
1725,Chester,Nov,11,4,0,15,9,0,10,4
1726,Clinton,Nov,41,4,0,45,29,1,3,2
1727,Colchester,Nov,32,5,0,37,34,2,8,2
1728,Colebrook,Nov,2,0,0,2,1,1,0,0
1729,Columbia,Nov,14,0,0,14,14,2,0,0
1730,Cornwall,Nov,0,0,0,0,0,0,0,0
1731,Coventry,Nov,32,4,0,36,17,0,8,6
1732,Cromwell,Nov,36,2,2,40,23,2,3,2
1733,Danbury,Nov,1717,162,3,1882,540,34,48,21
1734,Darien,Nov,23,6,0,29,6,3,2,0
1735,Deep River,Nov,24,4,0,28,12,1,0,0
1736,Derby,Nov,110,15,0,125,106,10,11,4
1737,Durham,Nov,15,1,0,16,1,0,1,1
1738,East Granby,Nov,8,2,0,10,6,2,0,0
1739,East Haddam,Nov,17,4,0,21,20,5,0,0
1740,East Hampton,Nov,44,7,0,51,24,4,2,1
1741,East Hartford,Nov,487,88,32,607,85,34,50,31
1742,East Haven,Nov,225,31,0,256,36,17,8,5
1743,East Lyme,Nov,38,7,0,45,35,3,6,2
1744,East Windsor,Nov,44,12,2,58,23,0,5,4
1745,Eastford,Nov,3,2,0,5,5,0,0,0
1746,Easton,Nov,10,2,0,12,10,1,1,1
1747,Ellington,Nov,34,9,0,43,27,3,8,4
1748,Enfield,Nov,165,31,6,202,134,15,17,12
1749,Essex,Nov,18,1,0,19,10,2,0,0
1750,Fairfield,Nov,164,14,0,178,74,7,7,4
1751,Farmington,Nov,24,8,1,33,22,1,3,1
1752,Franklin,Nov,8,1,0,9,3,1,0,0
1753,Glastonbury,Nov,29,8,0,37,21,0,7,3
1754,Goshen,Nov,4,0,0,4,3,0,0,0
1755,Granby,Nov,11,0,2,13,8,0,3,1
1756,Greenwich,Nov,249,17,0,266,52,3,16,6
1757,Griswold,Nov,56,10,0,66,47,2,5,2
1758,Groton,Nov,401,33,0,434,134,8,21,13
1759,Guilford,Nov,41,6,0,47,15,3,9,8
1760,Haddam,Nov,22,1,1,24,10,0,1,1
1761,Hamden,Nov,311,35,1,347,78,28,29,13
1762,Hampton,Nov,5,0,0,5,3,0,0,0
1763,Hartford,Nov,2488,533,240,3261,1057,212,319,124
1764,Hartland,Nov,1,0,0,1,0,0,0,0
1765,Harwinton,Nov,5,0,0,5,4,0,1,0
1766,Hebron,Nov,2,1,0,3,3,0,2,0
1767,Kent,Nov,3,1,0,4,3,0,0,0
1768,Killingly,Nov,123,35,5,163,122,19,21,4
1769,Killingworth,Nov,13,0,0,13,5,3,2,0
1770,Lebanon,Nov,18,6,0,24,24,0,4,4
1771,Ledyard,Nov,92,12,0,104,65,13,12,8
1772,Lisbon,Nov,4,6,0,10,8,1,0,0
1773,Litchfield,Nov,8,0,0,8,6,1,7,3
1774,Lyme,Nov,2,0,0,2,0,0,0,0
1775,Madison,Nov,49,4,1,54,23,4,3,1
1776,Manchester,Nov,337,55,7,399,139,14,35,17
1777,Mansfield,Nov,33,12,0,45,29,5,5,2
1778,Marlborough,Nov,7,0,0,7,6,2,1,0
1779,Meriden,Nov,578,135,1,714,315,37,48,23
1780,Middlebury,Nov,4,0,0,4,1,0,1,0
1781,Middlefield,Nov,7,1,0,8,4,0,3,1
1782,Middletown,Nov,361,44,8,413,123,27,47,24
1783,Milford,Nov,119,30,0,149,60,15,10,0
1784,Monroe,Nov,36,4,0,40,25,2,2,0
1785,Montville,Nov,98,22,0,120,92,21,14,6
1786,Morris,Nov,2,5,0,7,7,0,0,0
1787,Naugatuck,Nov,146,33,1,180,116,9,39,15
1788,New Britain,Nov,932,228,29,1189,247,83,99,52
1789,New Canaan,Nov,28,2,0,30,10,0,3,2
1790,New Fairfield,Nov,25,4,0,29,27,5,5,2
1791,New Hartford,Nov,10,4,0,14,9,1,0,0
1792,New Haven,Nov,3767,549,4,4320,896,221,241,79
1793,New London,Nov,923,87,2,1012,103,32,49,19
1794,New Milford,Nov,88,6,0,94,62,7,15,6
1795,Newington,Nov,56,13,1,70,57,6,17,10
1796,Newtown,Nov,70,7,1,78,56,4,6,6
1797,Norfolk,Nov,7,1,0,8,5,0,2,2
1798,North Branford,Nov,24,6,0,30,8,2,3,1
1799,North Canaan,Nov,6,1,0,7,6,0,0,0
1800,North Haven,Nov,47,7,0,54,13,2,4,3
1801,North Stonington,Nov,20,5,0,25,25,6,1,0
1802,Norwalk,Nov,1656,141,0,1797,158,33,40,8
1803,Norwich,Nov,436,119,3,558,162,33,49,25
1804,Old Lyme,Nov,26,4,0,30,8,0,0,0
1805,Old Saybrook,Nov,71,1,0,72,15,3,1,1
1806,Orange,Nov,14,3,0,17,5,1,1,0
1807,Oxford,Nov,20,6,0,26,19,2,9,6
1808,Plainfield,Nov,94,21,9,124,40,10,13,7
1809,Plainville,Nov,95,12,1,108,28,6,3,3
1810,Plymouth,Nov,83,6,0,89,17,6,4,2
1811,Pomfret,Nov,8,7,0,15,6,1,2,2
1812,Portland,Nov,34,7,0,41,21,5,0,0
1813,Preston,Nov,38,3,1,42,34,3,3,3
1814,Prospect,Nov,14,3,0,17,15,0,1,1
1815,Putnam,Nov,90,24,2,116,67,6,6,3
1816,Redding,Nov,18,1,1,20,11,2,0,0
1817,Ridgefield,Nov,36,5,0,41,21,3,2,1
1818,Rocky Hill,Nov,35,1,1,37,12,3,3,1
1819,Roxbury,Nov,0,0,0,0,0,0,0,0
1820,Salem,Nov,4,0,0,4,4,1,0,0
1821,Salisbury,Nov,8,4,0,12,12,0,1,1
1822,Scotland,Nov,2,0,1,3,1,0,0,0
1823,Seymour,Nov,57,13,0,70,36,9,6,4
1824,Sharon,Nov,4,0,0,4,4,0,0,0
1825,Shelton,Nov,117,18,0,135,41,10,8,6
1826,Sherman,Nov,5,2,0,7,7,0,1,1
1827,Simsbury,Nov,26,5,0,31,24,3,1,1
1828,Somers,Nov,15,5,0,20,11,3,2,1
1829,South Windsor,Nov,31,8,0,39,16,4,10,5
1830,Southbury,Nov,18,2,0,20,17,1,1,1
1831,Southington,Nov,146,5,2,153,101,16,14,5
1832,Sprague,Nov,17,12,1,30,22,4,4,3
1833,Stafford,Nov,63,8,1,72,49,0,4,2
1834,Stamford,Nov,2331,251,0,2582,300,52,56,20
1835,Sterling,Nov,22,3,2,27,15,0,6,1
1836,Stonington,Nov,92,8,0,100,49,4,4,1
1837,Stratford,Nov,288,44,1,333,43,23,24,9
1838,Suffield,Nov,22,2,0,24,22,0,3,0
1839,Thomaston,Nov,16,2,0,18,8,0,6,4
1840,Thompson,Nov,57,11,0,68,35,3,12,2
1841,Tolland,Nov,24,0,0,24,17,3,5,1
1842,Torrington,Nov,206,25,1,232,159,23,49,32
1843,Trumbull,Nov,79,2,0,81,30,10,7,3
1844,Union,Nov,4,0,0,4,3,0,0,0
1845,Vernon,Nov,126,37,2,165,108,8,18,8
1846,Voluntown,Nov,8,2,1,11,9,1,0,0
1847,Wallingford,Nov,128,22,1,151,34,11,23,18
1848,Warren,Nov,2,0,0,2,2,0,1,1
1849,Washington,Nov,8,0,0,8,7,0,0,0
1850,Waterbury,Nov,2107,271,9,2387,880,108,160,54
1851,Waterford,Nov,51,7,0,58,6,6,7,2
1852,Watertown,Nov,44,4,0,48,28,5,3,3
1853,West Hartford,Nov,95,10,8,113,47,11,14,10
1854,West Haven,Nov,581,70,0,651,166,36,61,22
1855,Westbrook,Nov,51,7,0,58,27,3,3,1
1856,Weston,Nov,11,0,0,11,8,1,0,0
1857,Westport,Nov,46,7,0,53,41,1,9,5
1858,Wethersfield,Nov,56,9,3,68,55,3,4,1
1859,Willington,Nov,19,5,0,24,18,2,1,0
1860,Wilton,Nov,25,1,0,26,14,3,1,1
1861,Winchester,Nov,32,9,1,42,34,1,9,7
1862,Windham,Nov,593,127,19,739,225,19,52,26
1863,Windsor,Nov,118,19,4,141,64,14,23,12
1864,Windsor Locks,Nov,43,7,0,50,31,1,1,1
1865,Wolcott,Nov,31,5,0,36,11,1,10,7
1866,Woodbridge,Nov,11,3,0,14,5,1,2,1
1867,Woodbury,Nov,20,7,0,27,21,3,1,0
1868,Woodstock,Nov,13,1,0,14,13,0,3,1
1869,Grand Total,Nov,30455,4534,452,35441,10121,1750,2484,1092
1870,Andover,Dec,1,0,0,1,1,0,0,0
1871,Ansonia,Dec,219,28,0,247,105,12,18,13
1872,Ashford,Dec,24,4,1,29,21,0,0,0
1873,Avon,Dec,19,3,0,22,6,2,0,0
1874,Barkhamsted,Dec,10,1,0,11,3,0,0,0
1875,Beacon Falls,Dec,17,7,0,24,17,1,3,0
1876,Berlin,Dec,34,6,0,40,38,4,3,2
1877,Bethany,Dec,12,0,0,12,7,0,1,0
1878,Bethel,Dec,79,8,0,87,35,10,0,0
1879,Bethlehem,Dec,8,0,0,8,5,0,1,1
1880,Bloomfield,Dec,96,25,0,121,47,19,8,4
1881,Bolton,Dec,6,1,0,7,7,0,0,0
1882,Bozrah,Dec,7,0,0,7,0,2,0,0
1883,Branford,Dec,153,24,0,177,61,9,2,2
1884,Bridgeport,Dec,4264,618,1,4883,748,162,182,104
1885,Bridgewater,Dec,3,1,0,4,4,0,1,0
1886,Bristol,Dec,449,46,1,496,160,36,43,14
1887,Brookfield,Dec,51,1,0,52,33,4,4,4
1888,Brooklyn,Dec,33,7,1,41,24,3,4,3
1889,Burlington,Dec,5,1,0,6,4,0,0,0
1890,Canaan,Dec,2,0,0,2,1,0,0,0
1891,Canterbury,Dec,3,3,1,7,3,0,1,1
1892,Canton,Dec,14,1,0,15,9,0,1,0
1893,Chaplin,Dec,7,6,2,15,13,0,0,0
1894,Cheshire,Dec,40,2,0,42,23,5,7,5
1895,Chester,Dec,5,0,0,5,3,0,0,0
1896,Clinton,Dec,43,10,0,53,43,3,6,2
1897,Colchester,Dec,23,4,0,27,16,2,1,1
1898,Colebrook,Dec,0,0,0,0,0,0,2,2
1899,Columbia,Dec,9,2,0,11,10,1,0,0
1900,Cornwall,Dec,2,0,0,2,1,0,0,0
1901,Coventry,Dec,27,2,0,29,21,0,6,3
1902,Cromwell,Dec,18,0,0,18,2,0,1,0
1903,Danbury,Dec,1742,151,4,1897,832,59,47,32
1904,Darien,Dec,23,2,0,25,9,0,0,0
1905,Deep River,Dec,17,4,0,21,16,0,0,0
1906,Derby,Dec,150,18,0,168,125,12,3,2
1907,Durham,Dec,10,1,0,11,2,2,2,2
1908,East Granby,Dec,9,1,0,10,9,0,0,0
1909,East Haddam,Dec,17,2,0,19,17,0,1,1
1910,East Hampton,Dec,25,4,0,29,17,3,3,2
1911,East Hartford,Dec,512,107,7,626,142,32,46,26
1912,East Haven,Dec,201,49,0,250,52,17,20,14
1913,East Lyme,Dec,62,6,0,68,49,3,2,2
1914,East Windsor,Dec,56,11,1,68,34,4,1,0
1915,Eastford,Dec,5,2,0,7,5,0,2,0
1916,Easton,Dec,12,0,0,12,9,1,0,0
1917,Ellington,Dec,34,6,0,40,27,4,4,2
1918,Enfield,Dec,189,34,1,224,181,7,14,10
1919,Essex,Dec,12,0,0,12,4,2,1,1
1920,Fairfield,Dec,158,18,0,176,72,1,13,8
1921,Farmington,Dec,24,0,0,24,24,0,3,2
1922,Franklin,Dec,2,1,0,3,0,0,0,0
1923,Glastonbury,Dec,42,6,0,48,24,9,6,3
1924,Goshen,Dec,2,0,0,2,0,2,0,0
1925,Granby,Dec,20,2,0,22,15,0,1,1
1926,Greenwich,Dec,180,23,0,203,28,1,5,1
1927,Griswold,Dec,46,12,0,58,35,8,1,1
1928,Groton,Dec,467,45,0,512,165,13,17,10
1929,Guilford,Dec,35,11,0,46,18,0,1,1
1930,Haddam,Dec,18,0,0,18,3,2,3,1
1931,Hamden,Dec,330,63,0,393,99,30,22,11
1932,Hampton,Dec,7,3,0,10,4,0,0,0
1933,Hartford,Dec,2394,643,8,3045,1841,177,185,66
1934,Hartland,Dec,3,0,0,3,2,0,0,0
1935,Harwinton,Dec,7,1,0,8,4,1,2,2
1936,Hebron,Dec,11,3,0,14,8,1,1,0
1937,Kent,Dec,6,1,0,7,7,1,0,0
1938,Killingly,Dec,137,34,1,172,120,2,8,5
1939,Killingworth,Dec,10,0,0,10,2,1,0,0
1940,Lebanon,Dec,9,6,0,15,15,0,0,0
1941,Ledyard,Dec,93,9,0,102,58,1,2,1
1942,Lisbon,Dec,7,2,0,9,9,0,4,4
1943,Litchfield,Dec,17,3,0,20,7,1,1,1
1944,Lyme,Dec,6,3,0,9,4,0,0,0
1945,Madison,Dec,53,7,0,60,25,0,0,0
1946,Manchester,Dec,397,98,2,497,172,19,27,7
1947,Mansfield,Dec,50,8,0,58,34,0,5,3
1948,Marlborough,Dec,6,2,0,8,7,0,0,0
1949,Meriden,Dec,529,139,0,668,290,60,67,22
1950,Middlebury,Dec,11,0,0,11,1,0,1,1
1951,Middlefield,Dec,10,3,0,13,11,1,0,0
1952,Middletown,Dec,325,37,0,362,107,17,25,13
1953,Milford,Dec,157,20,0,177,65,12,13,4
1954,Monroe,Dec,32,3,0,35,18,3,7,5
1955,Montville,Dec,88,23,0,111,56,8,14,10
1956,Morris,Dec,2,2,0,4,3,0,0,0
1957,Naugatuck,Dec,227,23,1,251,126,23,37,16
1958,New Britain,Dec,909,219,0,1128,265,57,71,36
1959,New Canaan,Dec,36,2,0,38,16,0,0,0
1960,New Fairfield,Dec,38,1,1,40,33,0,3,1
1961,New Hartford,Dec,11,6,0,17,11,0,6,4
1962,New Haven,Dec,3856,766,1,4623,1815,163,161,77
1963,New London,Dec,1100,118,1,1219,117,43,44,22
1964,New Milford,Dec,132,7,0,139,85,6,28,23
1965,Newington,Dec,55,14,0,69,58,4,7,2
1966,Newtown,Dec,78,5,0,83,60,6,5,1
1967,Norfolk,Dec,5,1,0,6,6,0,0,0
1968,North Branford,Dec,25,3,0,28,12,1,1,1
1969,North Canaan,Dec,20,2,0,22,19,2,0,0
1970,North Haven,Dec,58,7,0,65,15,4,2,0
1971,North Stonington,Dec,21,5,0,26,18,1,0,0
1972,Norwalk,Dec,1714,127,0,1841,174,16,29,7
1973,Norwich,Dec,452,135,3,590,126,35,34,17
1974,Old Lyme,Dec,16,0,0,16,4,0,0,0
1975,Old Saybrook,Dec,39,5,0,44,17,0,0,0
1976,Orange,Dec,24,0,0,24,11,3,0,0
1977,Oxford,Dec,34,3,0,37,25,2,1,1
1978,Plainfield,Dec,94,17,3,114,41,10,11,10
1979,Plainville,Dec,92,10,0,102,39,8,9,4
1980,Plymouth,Dec,68,6,0,74,20,1,3,3
1981,Pomfret,Dec,13,8,0,21,6,0,0,0
1982,Portland,Dec,19,9,0,28,17,2,1,1
1983,Preston,Dec,11,4,0,15,12,2,2,0
